bank_seed_id,source_id,measurement_name,family,source,definition_or_description,input_requirements,units,implementation_status,implementation_module,formula_version,validation_status,computational_cost,availability,calculation_policy,temporal_scope,analytical_role,decision_eligibility,objectivity,calibration_state,bank_note
DCL-SEED-0012,E08-IMP-0012,lower_wick,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,"Keep calculation; correct legacy metadata to family=CANDLE_GEOMETRY, units=price_or_price_derived."
DCL-SEED-0013,E08-IMP-0013,body_to_range,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0014,E08-IMP-0014,upper_wick_to_range,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0015,E08-IMP-0015,lower_wick_to_range,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,"Keep calculation; correct legacy metadata to family=CANDLE_GEOMETRY, units=ratio."
DCL-SEED-0016,E08-IMP-0016,close_location,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0017,E08-IMP-0017,open_location,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0018,E08-IMP-0018,higher_high,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0019,E08-IMP-0019,higher_low,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0020,E08-IMP-0020,lower_high,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0021,E08-IMP-0021,lower_low,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0022,E08-IMP-0022,inside_bar,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0023,E08-IMP-0023,outside_bar,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0024,E08-IMP-0024,bullish_engulfing,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0025,E08-IMP-0025,bearish_engulfing,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0026,E08-IMP-0026,range_overlap_prior,CANDLE_GEOMETRY,LEGACY_ENGINE08,Single-bar or adjacent-bar geometric measurement,OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0027,E08-IMP-0027,true_range,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0028,E08-IMP-0028,atr_3,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0029,E08-IMP-0029,atr_pct_3,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0030,E08-IMP-0030,realized_vol_3,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0031,E08-IMP-0031,atr_5,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0032,E08-IMP-0032,atr_pct_5,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0033,E08-IMP-0033,realized_vol_5,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0034,E08-IMP-0034,atr_10,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0035,E08-IMP-0035,atr_pct_10,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0036,E08-IMP-0036,realized_vol_10,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0037,E08-IMP-0037,atr_14,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0038,E08-IMP-0038,atr_pct_14,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0039,E08-IMP-0039,realized_vol_14,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0040,E08-IMP-0040,atr_20,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0041,E08-IMP-0041,atr_pct_20,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0042,E08-IMP-0042,realized_vol_20,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0043,E08-IMP-0043,atr_50,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0044,E08-IMP-0044,atr_pct_50,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0045,E08-IMP-0045,realized_vol_50,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0046,E08-IMP-0046,parkinson_variance,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0047,E08-IMP-0047,garman_klass_variance,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0048,E08-IMP-0048,rogers_satchell_variance,VOLATILITY,LEGACY_ENGINE08,"Volatility, range, or dispersion measurement",OHLCV,dimensionless_or_native,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0049,E08-IMP-0049,sma_5,TREND,LEGACY_ENGINE08,"Trend level, alignment, strength, or distance measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0050,E08-IMP-0050,ema_5,TREND,LEGACY_ENGINE08,"Trend level, alignment, strength, or distance measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0051,E08-IMP-0051,close_vs_sma_5,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0052,E08-IMP-0052,close_vs_ema_5,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0053,E08-IMP-0053,sma_10,TREND,LEGACY_ENGINE08,"Trend level, alignment, strength, or distance measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
